ein,name,IRS_sub_name,address,city,state,zipcode,subsection_code,ntee_code,site_url,mission,like_understood
943065997,100 BLACK MEN OF THE BAY AREA INC,100 BLACK MEN OF THE BAY AREA INC,1632 12TH ST,OAKLAND,CA,94607-1404,501(c)(3),,https://www.100blackmenba.org/,"The mission of the 100 Black Men of the Bay Area is to improve the quality of life within the Bay Area community and to enhance educational and economic opportunities for disadvantaged, disenfranchised and low- income youth and families. We are committed to helping those in our community make wiser health, lifestyle and economic decisions, and helping our youth create and accomplish educational goals that will lead to family-sustaining wages and long-term career and life success. Our motto, “What They See Is What They’ll Be” refers to a “lead by example” approach that resonates with our youth who often lack the exposure or positive behavior modeling from caring and successful African American men.",8
562096274,100 BLACK MEN OF THE CAPE FEAR REGION INCORPORATED,100 BLACK MEN OF THE CAPE FEAR REGION INCORPORATED,PO BOX 912,FAYETTEVILLE,NC,28302-0912,501(c)(3),R02,,,0
640818914,100 BLACK MEN OF THE DELTA INC,100 BLACK MEN OF THE DELTA INC,PO BOX 1371,GREENVILLE,MS,38702-1371,501(c)(3),O50,,,0
471909851,100 BLACK MEN OF THE INLAND EMPIRE INC,100 BLACK MEN OF THE INLAND EMPIRE INC,9327 FAIRWAY VIEW PLACE,RANCHO CUCAMONGA,CA,91730-0968,501(c)(3),W99,,improve the quality of life within our communities and enhance educational and economic opportunities for all African Americans.,2
232869450,100 BLACK MEN OF THE PHILADELPHIA REGION INC,100 BLACK MEN OF THE PHILADELPHIA REGION INC,1324 W CLEARFIELD ST,PHILADELPHIA,PA,19132-2423,501(c)(3),O50Z,,,0
311717138,100 BLACK MEN OF THE QUAD-CITITES INC,100 BLACK MEN OF THE QUAD-CITITES INC,PO BOX 1585,DAVENPORT,IA,52809-1585,501(c)(3),R30,,,0
300264412,100 BLACK MEN OF UPSTATE SOUTH CAROLINA INC,100 BLACK MEN OF UPSTATE SOUTH CAROLINA INC,PO BOX 16705,GREENVILLE,SC,29606-7705,501(c)(3),P99,,MENTORING AND SUPPORT OF OTHER LOCAL CHARITIES,1
582201428,100 BLACK MEN OF VALDOSTA INC,100 BLACK MEN OF VALDOSTA INC,401 E MARTIN LUTHER KING JR DR,VALDOSTA,GA,31601-5801,501(c)(3),B82,,,0
582099680,100 BLACK MEN OF WEST GEORGIA INC,100 BLACK MEN OF WEST GEORGIA INC ,PO BOX 3106,LAGRANGE,GA,30241-0028,501(c)(3),R30,,CONDUCT PROGRAMS RELATED TO YOUTH LEADERSHIP,0
621527760,100 BLACK MEN OF WEST TENNESSEE,100 BLACK MEN OF WEST TENNESSEE,PO BOX 7643,JACKSON,TN,38302-7643,501(c)(3),P20,,PROVIDING TUITION ASSISTANCE AND MENTORING TO AFRICAN AMERICAN MEN BETWEEN THE AGES OF 16 AND 25 WHO RESIDE WITHIN THE BOUNDARIES OF WEST TENNESSEE.,2
752542434,100 BLACK MEN OF WEST TEXAS INC,100 BLACK MEN OF WEST TEXAS INC,PO BOX 6331,LUBBOCK,TX,79493-6331,501(c)(3),B90,,,0
232512600,100 BLACK MEN OF WESTERN PA INC,100 BLACK MEN OF WESTERN PA INC,1835 CENTRE AVE,PITTSBURGH,PA,15219-4305,501(c)(3),Z99,http://www.pgh100bm.org/,"THE PURPOSE OF 100 BLACK MEN OF WESTERN PENNSYLVANIA, INC IS TO IMPROVE THE QUALITY OF LIFE OF OUR CITIZENS AND ENHANCE THE EDUCATIONAL OPPORTUNITIES  OF UNDERSERVED AND AT-RISK  YOUTH.",3
822765566,100 BLACK MEN SOUTH SUBURBS OF CHICAGO,100 BLACK MEN SOUTH SUBURBS OF CHICAGO,PO BOX 766,ORLAND PARK,IL,60462-0766,501(c)(3),P20,,,0
824189393,100 BLACK WOMEN COLUMBUS,100 BLACK WOMEN COLUMBUS,PO BOX 746,BRICE,OH,43109-0746,501(c)(3),,http://100blackwomencolumbus.org/,,0
453360248,100 BLACK WOMEN OF AUGUSTA,100 BLACK WOMEN OF AUGUSTA ,2083 WILLHAVEN DR,AUGUSTA,GA,30909-0653,501(c)(3),A80,http://www.100blackwomenofaugusta.com/,,0
721301797,100 BLACKMEN OF ST MARY INC,100 BLACKMEN OF ST MARY INC,PO BOX 43,MORGAN CITY,LA,70381-0043,501(c)(3),P84,http://www.100blackmenstmary.org/,Education and mentoring of youth,0
311628801,100 BLACKS WHO CARE INC,100 BLACKS WHO CARE INC,593 VANDERBILT AVE APT 133,BROOKLYN,NY,11238-3512,501(c)(3),R30,,Youth life skills and educational services,0
204949721,100 BLOCK ASSOCIATION,100 BLOCK ASSOCIATION,123 S GAY ST,KNOXVILLE,TN,37902-1004,501(c)(3),P12,http://www.100block.org/,,0
270383453,100 BMG SEATTLE,100 BMG SEATTLE,455 MASSACHUSETTS AVE NW STE 150166,WASHINGTON,DC,20001,501(c)(3),S82,,,0
814907402,100 BOYS OF CODE INC,100 BOYS OF CODE INC,258 MONTROSE DR,MCDONOUGH,GA,30253-4242,501(c)(3),B90,http://www.100boysofcode.org/,,0
813474082,100 CATHOLIC MENS AND WOMENS CLUB OF HARLINGEN,100 CATHOLIC MENS AND WOMENS CLUB OF HARLINGEN,406 W DARRELL WAYNE SHIPP ST,HARLINGEN,TX,78550-3444,501(c)(3),B82,,FUND RAISER FOR SCHOLARSHIPS,0
471850001,100 CLUB HOT SPRINGS VILLAGE,100 CLUB HOT SPRINGS VILLAGE,PO BOX 8533,HOT SPRINGS,AR,71910-8533,501(c)(3),W12,,,0
202768192,100 CLUB OF AMARILLO INC,100 CLUB OF AMARILLO INC,PO BOX 589,AMARILLO,TX,79105-0589,501(c)(3),I60,http://www.texaspanhandle100club.org/,TO PROVIDE ASSISTANCE TO THE FAMILIES OF CERTIFIED PEACE OFFICERS AND FIREFIGHTERS WHO ARE KILLED OR SERIOUSLY INJURED IN THE LINE OF DUTY AND TO PROVIDE LOCAL LAW ENFORCEMENT AND FIREFIGHTING AGENCIES WITH LIFE- PROTECTING EQUIPMENT THAT CANNOT OTHERWISE BE OBTAINED.,4
742739539,100 CLUB OF ARANSAS COUNTY,100 CLUB OF ARANSAS COUNTY,PO BOX 727,FULTON,TX,78358-0727,501(c)(3),T30,http://100clubofaransascounty.org/,,0
237172077,100 CLUB OF ARIZONA,100 CLUB OF ARIZONA,333 N 44TH ST STE 100,PHOENIX,AZ,85008-6603,501(c)(3),,http://www.100club.org/,"The primary mission of the 100 Club of Arizona is to provide immediate financial assistance to the surviving families of public safety officers and firefighters killed or seriously injured in the line of duty. The 100 Club also provides other forms of assistance which improve the safety and welfare of public safety officers, firefighters, and their families.",4
510174252,100 CLUB OF BRAZORIA COUNTY,100 CLUB OF BRAZORIA COUNTY,PO BOX 1596,LAKE JACKSON,TX,77566-1596,501(c)(3),,,TO PROVIDE FINANCIAL SUPPORT TO THE FAMILIES OF POLICE OFFICERS KILLED OR SUSTAINING CATASTROPHIC INJURY IN THE LINE OF DUTY,4
160957291,100 CLUB OF BUFFALO INC,100 CLUB OF BUFFALO INC,1967 WEHRLE DR STE 1 PMB 150,BUFFALO,NY,14221-8452,501(c)(3),,,"TO PROVIDE BENEFITS, SUPPORT, TRAINING, AND OTHER FINANCIAL ASSISTANCE TO PUBLIC SAFETY OFFICERS AND FAMILIES.",5
451793835,100 CLUB OF CHEBOYGAN COUNTY INC,100 CLUB OF CHEBOYGAN COUNTY INC,3167 CHIPPEWA BEACH RD,INDIAN RIVER,MI,49749-9726,501(c)(3),P60,,,0
810753123,100 CLUB OF COLORADO,100 CLUB OF COLORADO,4730 RUSINA ROAD,COLORADO SPRINGS,CO,80907-1772,501(c)(3),M99,http://www.the00clubcolorado.org/,,0
465391979,100 CLUB OF DUBUQUE,100 CLUB OF DUBUQUE,10148 DIXIE DR,DUBUQUE,IA,52001-8216,501(c)(3),B99,http://100clubofdubuque.org/,,0
912199223,100 CLUB OF GRUNDY COUNTY N F P,100 CLUB OF GRUNDY COUNTY N F P ,105 E MAIN ST STE 206,MORRIS,IL,60450-2138,501(c)(3),I60,,,0
640742866,100 CLUB OF JONES COUNTY,100 CLUB OF JONES COUNTY,PO BOX 768,LAUREL,MS,39441-0768,501(c)(3),,,,0
834462561,100 CLUB OF KANE COUNTY INC,100 CLUB OF KANE COUNTY INC,800 E WILSON ST,BATAVIA,IL,60510-2205,501(c)(3),M01,http://www.100kane.org/,,0
742311530,100 CLUB OF KENDALL COUNTY,100 CLUB OF KENDALL COUNTY,521 SCHWEPPE ST,BOERNE,TX,78006-2938,501(c)(3),,https://www.facebook.com/100-Club-of-Kendall-County-326562528527/,"The 100 Club of Kendall County is a non-profit organization who's mission is to provide immediate monetary support to professional Kendall County Texas first responders injured in the line of duty, or to the families of those lost in the line of duty.",8
825329312,100 CLUB OF LAKE & PORTER COUNTIES INC,100 CLUB OF LAKE & PORTER COUNTIES INC,200 W 84TH DR STE C,MERRILLVILLE,IN,46410-8605,501(c)(3),P62,http://www.100cluboflakeandporter.org/,,0
822066972,100 CLUB OF LAMAR COUNTY,100 CLUB OF LAMAR COUNTY,2910 CLARKSVILLE ST,PARIS,TX,75460-7955,501(c)(3),T50,,,0
841480553,100 CLUB OF MONTEZUMA COUNTY,100 CLUB OF MONTEZUMA COUNTY,PO BOX 1101,CORTEZ,CO,81321-1101,501(c)(3),P60,http://www.100clubofmontezumacounty.com/,,0
237179478,100 CLUB OF RHODE ISLAND INC,100 CLUB OF RHODE ISLAND INC,222 CHESTNUT ST,PROVIDENCE,RI,02903-4725,501(c)(3),,http://100clubri.com/,Benefits and scholarships to children of police and firefighters,0
813993442,100 CLUB OF SOLANO AND YOLO COUNTIES,100 CLUB OF SOLANO AND YOLO COUNTIES,1530 WEBSTER STREET,FAIRFIELD,CA,94533-4994,501(c)(3),P30,https://www.100clubsyc.org/,,0
591756721,100 CLUB OF SOUTH PALM BEACH COUNTY INC,100 CLUB OF SOUTH PALM BEACH COUNTY INC,201 N FEDERAL HWY STE 114,DEERFIELD BCH,FL,33441-3621,501(c)(3),,,"Section 2, ""Awards were given for Special Reco9nition for Outstanding Dedication and work of Police Officers, Sheriffs Deputies, Firefighters and Highway Patrol In addition, Turkeys were given to Police Officers, Sheriffs Deputies, Florida Highway Patrol and Firefi9hters at Thanksgiving",3
814573648,100 CLUB OF ST TAMMANY INC,100 CLUB OF ST TAMMANY INC,PO BOX 1637,COVINGTON,LA,70434-1637,501(c)(3),I60,,,0
472716851,100 CLUB OF SUMNER COUNTY INC,100 CLUB OF SUMNER COUNTY INC,234 LAKE TERRACE DR,HENDERSONVLLE,TN,37075-5121,501(c)(3),M19,http://www.100clubsumner.org/,"The mission of The 100 Club of Sumner County is to help provide for the surviving spouse and dependents of Police Officers, Firefighters and EMTs who lose their lives in the line of duty in Sumner County.",4
800606189,100 MAN PROJECT INC,100 MAN PROJECT INC,PO BOX 83,LIBERTY,NC,27298-0083,501(c)(3),P99,,PROVIDE MEDICAL TRANSPORT SERVICES,1
275553506,100 MEN IN BLACK MALE CHORUS INC,100 MEN IN BLACK MALE CHORUS INC,1 CARYLYNN CT,DURHAM,NC,27703-2762,501(c)(3),A6B,http://www.100mib.org/,"We purpose to distinguish ourselves in various ways. Each year, we select a charitable cause to support. We haye made donations to Durham Urban Ministries Community Soup Kitchen and he Labour of Love Ministry. Additionally, we have awarded several $500 scholarships to young men who were enrolling in college. Throughout the year we serve in the following ways: minister in song at various retirement and nursing homes; serve at the homeless shelters",6
431778468,100 MEN OF BLUE HILL,100 MEN OF BLUE HILL,C/O MARK PORTER 7123 MYRTLE AVENUE,KANSAS CITY,MO,64132-0000,501(c)(3),S21,,Mowing and Cleaning Up Inner City Neighborhoods,0
134225990,100 MEN OF EAST TEXAS,100 MEN OF EAST TEXAS,PO BOX 172,CARTHAGE,TX,75633-0172,501(c)(3),P20,,,0
273001810,100 MEN OF LORAIN COUNTY,100 MEN OF LORAIN COUNTY ,PO BOX 3002,LORAIN,OH,44052-7002,501(c)(3),O50,,,0
822512880,100 MEN WHO CARE IN CLARK COUNTY,100 MEN WHO CARE IN CLARK COUNTY,7801 NE GREENWOOD DR,VANCOUVER,WA,98662-7900,501(c)(3),P12,,provide relief to the poor and underprivileged community,2
61791428,100 MEN WHO CARE INC,100 MEN WHO CARE INC,300 E 12TH AVE,PINE BLUFF,AR,71601-5807,501(c)(3),O50,,Support local school studenst with school supplies and school unifroms as required.,3
464866759,100 MEN WHO COOK,100 MEN WHO COOK,PO BOX 7188,DENVER,CO,80207-0188,501(c)(3),P20,,"MISSION OF THE 100 MEN WHO COOK INC. is to assist grassroots non-profit community organizations, whose focus is the support, education, and development of youth, by raising operating capital to sustain their goals and objectives. Our annual Black Tie Fundraiser is an elegant and exciting Gala to support our two beneficiary organizations.",8
833059561,100 MEN WHO GIVE A DAMN EAST DALLAS,100 MEN WHO GIVE A DAMN EAST DALLAS,9540 PARK HIGHLANDS DR,DALLAS,TX,75238-2956,501(c)(3),P20,http://www.100mod.org/,,0
113597716,100 MILES OFF-BROADWAY INC,100 MILES OFF-BROADWAY INC,347 W OLIVE ST,LONG BEACH,NY,11561-3220,501(c)(3),A62,,,0
815197976,100 NATIONS CAMPAIGN LTD,100 NATIONS CAMPAIGN LTD ,932 MAPLE LAKE WAY,BROWNSBURG,IN,46112-8140,501(c)(3),W70,http://www.100nations.org/,To provide capacity building support for Non-Profits,2
943195450,100 OAK STREET CORPORATION,100 OAK STREET CORPORATION,447 29TH ST,OAKLAND,CA,94609-3510,501(c)(2),,,TITLE HOLDING CORPORATION FOR TAX-EXEMPT ORGANIZATION.,2
651233937,100 PEOPLE FOUNDATION INC,100 PEOPLE FOUNDATION INC,45 WHITE ST APT 2B,NEW YORK,NY,10013-3682,501(c)(3),A23,http://100people.org/,,0
260232446,100 PEOPLE OF FAITH ATLANTA GEORGIAINC,100 PEOPLE OF FAITH ATLANTA GEORGIAINC,1949 MERCEDES CT NE,ATLANTA,GA,30345-3939,501(c)(3),X21,,,0
824047133,100 PEOPLE PROJECT INC,100 PEOPLE PROJECT INC,3450 PINEWALK DRIVE N,MARGATE,FL,33063-7869,501(c)(3),P99,,,0
832210451,100 PERCENT APPROVED CORPORATION,100 PERCENT APPROVED CORPORATION,8293 N TEUTONIA AVE,MILWAUKEE,WI,53209-1500,501(c)(3),C03,,,0
823170519,100 PERCENT AZ EDUCATION OPPORTUNITY INC,100 PERCENT AZ EDUCATION OPPORTUNITY INC ,PO BOX 73127,PHOENIX,AZ,85050-1036,501(c)(3),B82,https://100percentaz.org/,,0
200606591,100 PERCENT FOUNDATION INC,100 PERCENT FOUNDATION INC,103 NORTH PKWY,PROSPECT HTS,IL,60070-1343,501(c)(3),P30,,,0
471185337,100 PERCENT GRACE,100 PERCENT GRACE,PO BOX 5098,FREDERICKSBRG,VA,22403-0698,501(c)(3),X20,http://www.100pgrace.fm/,,0
521944192,100 PERCENT RECYCLED PAPERBOARD ALLIANCE INC,100 PERCENT RECYCLED PAPERBOARD ALLIANCE INC,7111 WOLF DEN RD,FAIRFAX STA,VA,22039-1514,501(c)(6),,http://www.rpa100.com/,TO PROMOTE THE COMMON BUSINESS INTERESTS OF THE MEMBERS BY PROMOTING THE ENVIRONMENTAL BENEFITS OF AND ENCOURAGING THE USE OF 100% RECYCLED PAPERBOARD; TO PROMOTE THE INTEREST OF THE BUSINESS COMMUNITY BY DEVELOPING PUBLIC AWARENESS OF THE BENEFITS OF USING 100% RECYCLED PAPERBOARD.,4
472279057,100 PERCENT TIP,100 PERCENT TIP,PO BOX 700,GRANTS PASS,OR,97528-0060,501(c)(3),W24,,,0
364651091,100 PERCENT VIDA ASAMBLEAS DE DIOS,100 PERCENT VIDA ASAMBLEAS DE DIOS ,43127 40TH ST W,LANCASTER,CA,93536-4915,501(c)(3),,,,0
251920623,100 PINE STREET INVESTMENT GROUP L L C,100 PINE STREET INVESTMENT GROUP L L C,333 W WACKER DR STE 2300,CHICAGO,IL,60606-1266,501(c)(25),S470,,"The purpose is to acquire real property, hold title to, and collect income from such property and remit the entire amount of income from such property, less expenses, to its members.",2
203264664,100 PLUS BLACK WOMEN COALITION OF BEAUMONT,100 PLUS BLACK WOMEN COALITION OF BEAUMONT,4865 CORNELL DR,BEAUMONT,TX,77705-4827,501(c)(3),B82,,,0
831148780,100 PLUS HEARTBEATS FOR PATCHES INC,100 PLUS HEARTBEATS FOR PATCHES INC,6850 SW 119TH ST,PINECREST,FL,33156-4778,501(c)(3),O12,,"100 + Heartbeats of PATCHES, Inc. raises funds for the tax-exempt organization PATCHES.",3
844941219,100 PLUS MEN ON A MISSION-RED ROCK,100 PLUS MEN ON A MISSION-RED ROCK,PO BOX 858,PELLA,IA,50219-0858,501(c)(3),T50,,,0
842307610,100 PLUS WOMEN WHO CARE NORTHERN DOOR COUNTY INC,100 PLUS WOMEN WHO CARE NORTHERN DOOR COUNTY INC,7442 MARINER RD,EGG HARBOR,WI,54209-8951,501(c)(3),T50,http://www.100wwcnortherndoor.org/,,0
264196061,100 POR CIENTO VIDA ASAMBLEAS DE DIOS,100 POR CIENTO VIDA ASAMBLEAS DE DIOS,36824 37TH ST E,PALMDALE,CA,93550-8400,501(c)(3),,,,0
812897022,100 PROFESSIONAL MEN OF THE CENTRAL VALLEY,100 PROFESSIONAL MEN OF THE CENTRAL VALLEY,4084 BLACK BUTTE CIR,STOCKTON,CA,95209-3501,501(c)(3),O50,,,0
832756156,100 REAL ARTS YOUTH CORPORATION,100 REAL ARTS YOUTH CORPORATION,6904 PLEASANT GROVE RD,CHARLOTTE,NC,28216-1319,501(c)(3),F22,,,0
900702671,100 REPORTERS,100 REPORTERS,1513 28TH ST NW,WASHINGTON,DC,20007-3059,501(c)(3),W20,http://www.100r.org/,"100Reporters' mission is to inform the public's right to know through investigative journalism, adapting traditional tools and standards of ethics and excellence to the new media landscape. 

Its flagship project is the annual Double Exposure Investigative Film Festival and Symposium in Washington, DC, which presents the finest new investigative films, as well as a forum for filmmakers and journalists to collaborate and learn from each other. More on the festival can be found at www.doubleexposurefestival.org.

100Reporters investigates wrongdoing and corruption to heighten public accountability, often working with reporters in countries that do not tolerate press oversight. Its stories are published at www.100R.org and in partner print, broadcast and online news outlets.",3
813722545,100 RIDE INC,100 RIDE INC,360 LEXINGTON AVENUE,NEW YORK,NY,10017-6502,501(c)(3),T12,,,0
832219448,100 SCHOOLS,100 SCHOOLS,PO BOX 282,LAWRENCE,KS,66044-0282,501(c)(3),Q30,,,0
451861412,100 SOLUTION INC,100 SOLUTION INC,410 CENTER ST,ERLANGER,KY,41018-1418,501(c)(3),A60,http://www.the100dollarsolution.org/,To enrich lives and learning through service.,1
742242069,100 SOUTH PADRE PROPERTY OWNERS ASSOCIATION,100 SOUTH PADRE PROPERTY OWNERS ASSOCIATION,615 S UPPER BROADWAY ST,CORP CHRISTI,TX,78401-3432,501(c)(6),L50,,,0
222719837,100 SOUTH SWAN STREET REALTY CORP,100 SOUTH SWAN STREET REALTY CORP,100 S SWAN ST,ALBANY,NY,12210-1939,501(c)(2),S47,,,0
943001086,100 SPEAR STREET OWNERS CORP,100 SPEAR STREET OWNERS CORP,230 PARK AVE 12TH FL,NEW YORK,NY,10169-0005,501(c)(2),,,100 SPEAR STREET OWNERS CORPORATION IS ORGANIZED UNDER THE INTERNAL REVENUE CODE SECTION 501(C)(2) IN ORDER TO HOLD TITLE TO PROPERTY AND DISTRIBUTE ALL INCOME THEREFROM TO ITS TAX EXEMPT OWNER.,2
472840445,100 SPORTS,100 SPORTS,57 MORRIS ST,EVERETT,MA,02149-2922,501(c)(3),O99,,,0
463173749,100 SQUARED,100 SQUARED,4602 MAGNOLIA BND,MISSOURI CITY,TX,77459-3062,501(c)(3),Q33,,To provide educational and financial assistance to orphans and the poor,1
811510906,100 STRONG INC,100 STRONG INC,4111 AUBURN ST,ROCKFORD,IL,61101-2506,501(c)(3),O50,,,0
16018584,100 SWASEY TORREY AMERICAN LEGION AUXILLARY,100 SWASEY TORREY AMERICAN LEGION AUXILLARY ,PO BOX 117,DIXFIELD,ME,04224-0117,501(c)(19),W30,,,0
990064330,100 TH INFANTRY BATTALION VETERANS,100 TH INFANTRY BATTALION VETERANS,520 KAMOKU ST,HONOLULU,HI,96826-5120,501(c)(4),W30,http://www.100thbattalion.org/,TO PERPETUATE THE LEGACY OF THE 100TH INFANTRY BATTALION VETERANS.,1
842868867,100 THOUSAND FOUNDATION,100 THOUSAND FOUNDATION,1142 CHERRY ST,DEERFIELD,IL,60015-2700,501(c)(3),T20,,,0
454373569,100 THOUSAND POETS FOR CHANGE,100 THOUSAND POETS FOR CHANGE,5187 ICICLE HL,TALLAHASSEE,FL,32303-7347,501(c)(3),B99,http://100tpc.org/,,0
261211203,100 TIMES FOUNDATION CORPORATION,100 TIMES FOUNDATION CORPORATION,PO BOX 1365,PONTE VEDRA,FL,32004-1365,501(c)(3),T20,,,0
912061842,100 TREETOPS LANE INVESTMENT GROUP LLC,100 TREETOPS LANE INVESTMENT GROUP LLC ,1251 AVE OF THE AMERICAS35TH FL,NEW YORK,NY,10020-1104,501(c)(25),S47,,"THE PURPOSE IS TO ACQUIRE REAL PROPERTY, HOLD TITLE TO, AND COLLECT INCOME FROM SUCH PROPERTY AND REMIT THE ENTIRE AMOUNT OF INCOME FROM SUCH PROPERTY, LESS EXPENSES, TO ITS MEMBERS.",2
273864929,100 URBAN ENTREPRENEURS INC,100 URBAN ENTREPRENEURS INC,3 HARBOR RD,COLD SPG HBR,NY,11724,501(c)(3),S30,http://www.100urbanentrepreneurs.org/,"Intensive business mentoring to entrepreneurs in all industries, all ac Ross the United States the goalisto teach, mentor and help finance minority entrepreneurs, and others from economically distressed and disadvantaged groups, those who would not otherwise have access to startup capital or a professional network",4
812270831,100 WAYS,100 WAYS,3140 SAINT ROSE PKWY UNIT 1023,HENDERSON,NV,89052-3515,501(c)(3),O50,http://www.100waysusa.org/,"Empowering youth through sports, mentorship and academic success",2
810784213,100 WAYS INC,100 WAYS INC,8358 SANCTUARY LN,FERN BCH,FL,32034-6661,501(c)(3),P28,,"100 WAYS, INC. PROVIDES SUPPORT AND ASSISTANCE FOR WOMEN, CHILDREN AND FAMILIES IN NEED.",5
475456860,100 WAYS OF GIVING CORP,100 WAYS OF GIVING CORP,75A GREW AVE,ROSLINDALE,MA,02131-4675,501(c)(3),T50,http://www.100waysofgiving.org/,"100 Ways of Giving is a 501(c)(3), tax exempt non-profit organization whose mission is to give back to less fortunate, underserved communities. Our organization aims to inspire and unite young adults of color by spearheading a movement, amongst millennials, that promotes a domino effect of philanthropic and charitable acts within their own communities.",7
301001605,100 WEST CORSICANA ARTIST AND WRITER RESIDENCY,100 WEST CORSICANA ARTIST AND WRITER RESIDENCY,100 W 3RD AVE,CORSICANA,TX,75110-4601,501(c)(3),B99,http://100westcorsicana.com/,,0
454145760,100 WHEELS INC,100 WHEELS INC,PO BOX 13686,ATLANTA,GA,30324-0686,501(c)(3),P82,,,0
134068307,100 WHO CARE INC,100 WHO CARE INC,27-08 40TH AVE 2ND FL,LONG ISLAND CITY,NY,11101-3725,501(c)(3),T30,,THE ORGANIZATIONS MISSION IS TO PROMOTE FURTHER AND SUPPORT SELECTED CHARITABLE ORGANIZATIONS SUCH AS RELIGIOUS INSTITUTIONS EDUCATIONAL FACILITIES OR SCIENTIFIC RESEARCH,1
851536666,1000 IN ACTION,1000 IN ACTION,PO BOX 24,FAIRFIELD,MT,59436-0024,501(c)(3),P12,,,0
820648835,1000 ISLANDS CHARITY POKER RUN CORP,1000 ISLANDS CHARITY POKER RUN CORP,PO BOX 56,CLAYTON,NY,13624-0056,501(c)(3),N12,http://www.1000islandsrun.com/,"The 1000 Islands Charity Poker Run is a grassroots volunteer-driven event, dedicated to the charitable needs and economic development of the Thousand Islands Region. Our goal is to host events that promote the local river communities and preserve the historic integrity of the Thousand Islands. With the support of dedicated volunteers, our mission is threefold:
• Provide an exciting event with spectacular boats in a safe family-friendly environment.
• Promote Clayton and the Thousand Islands Region.
• Raise money and awareness for Make A Wish of Central New York & The River Community Wellness Program at River Hospital

The 1000 Islands Charity Poker Run is intended to be a safe family-friendly event.  100% of all donations and proceeds will be going to charity.",9
454570241,1000 ISLANDS HOSE HAULERS,1000 ISLANDS HOSE HAULERS,PO BOX 296,CARTHAGE,NY,13619-0296,501(c)(3),M24,,,0
